/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_148.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_148.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_148.jpg, 0, 0, 0, 7.825944E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_264.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_264.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_264.jpg, 0, 0, 0, 8.080091E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_380.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_380.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_380.jpg, 0, 0, 0, 7.772379E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_480.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_480.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_480.jpg, 0, 0, 0, 7.818901E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_581.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_581.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_581.jpg, 0, 0, 0, 7.796649E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_698.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_698.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_698.jpg, 0, 0, 0, 7.7859E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_799.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_799.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_799.jpg, 0, 0, 0, 7.805085E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_22_899.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_22_899.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_22_899.jpg, 0, 0, 0, 7.783043E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_016.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_016.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_016.jpg, 0, 0, 0, 8.118946E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_130.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_130.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_130.jpg, 0, 0, 0, 8.15622E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_232.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_232.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_232.jpg, 0, 0, 0, 7.872401E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_346.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_346.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_346.jpg, 0, 0, 0, 8.014486E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_447.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_447.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_447.jpg, 0, 0, 0, 7.826065E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_564.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_564.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_564.jpg, 0, 0, 0, 7.783368E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_680.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_680.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_680.jpg, 0, 0, 0, 7.876641E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_797.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_797.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_797.jpg, 0, 0, 0, 7.950049E-05
/home/nadi/Downloads/simulator-linux/IMG/center_2025_06_20_22_39_23_897.jpg, /home/nadi/Downloads/simulator-linux/IMG/left_2025_06_20_22_39_23_897.jpg, /home/nadi/Downloads/simulator-linux/IMG/right_2025_06_20_22_39_23_897.jpg, 0, 0, 0, 7.879244E-05
